issueid,STR.REQ,class
DD-638,uimiddleware assign list waypoint route active uav order create flight plan,0
DD-631,uimiddleware accept hover place command associate unique uav d forward dronology,0
DD-629,uimiddleware retrieve return list previously save flight route,0
DD-627,uimiddleware return list uav proxy object contain information active uavs include location battery level ground speed health status,0
DD-625,heartbeat fail client hold control lock client heartbeat time uimiddleware release control lock,0
DD-624,uimiddleware monitor liveness client hold control lock individual uavs,0
DD-623,ui middleware forward control request ui client release control lock uav,0
DD-622,uimiddleware forward control request ui client hold control lock uav,0
DD-621,client register uimiddleware unique d,0
CO-620,provide capability connect multiple gcs send command receive message uavs,0
DD-619,log level hw trace active state monitoring message log,0
DD-617,command send gcs gcs middleware log,0
DD-615,timestamp type action log mission log flight plan relate event include time scheduling time execution time complete plan reorder plan cancel plan,0
DD-614,uav reach waypoint execute flight plan log event create include coordinate waypoint uav flight plan assign flight plan d timestamp,0
DD-613,flight plan execute log event create include route uav assign execution time stamp,0
DD-612,flight plan initiate log event create include route uav assign initiation time stamp,0
CO-610,provide capability log uav relate event assign flight execute mission,0
DD-608,give land command nvecsimulator immediately change uav s current altitude ground altitude,0
DD-606,give goto command nvecsimulator compute coordinate base normal vector altitude current position normal vector altitude destination simulator uav infinite acceleration use numerical method hone coordinate simulation step size meter current position travel path,0
DD-605,give takeoff command nvecsimulator infinite acceleration uav takeoff altitude correspond current longitude latitude,0
DD-602,give land command internalsimulator immediately change uav s current altitude ground altitude,0
DD-600,give goto command internalsimulator compute coordinate base angle travel step size,0
CO-598,provide basic capability simulate flight virtual uavs,0
CO-591,provide capability register uavs e provide meta datum uav payload wingspan equipment,0
DD-590,maximum number activate uavs define max uav,0
DD-588,uav deactivate schedule flight plan remove uav s flightplan pool,0
DD-586,present uav d represent currently register uav uavactivationmanager activate uav,0
DD-584,receive new activation request gcs middleware uavactivationmanager check present uav d represent currently register non activate uav,0
DD-583,present uav d represent currently activate uav gcs middleware notify additional activation perform,0
CO-582,provide capability activating deactivate virtual physical uavs dronology,0
DD-579,uav air state receive command land transition land state,0
DD-578,uav air state assign flight plan execute transition fly,0
DD-577,support internally simulate uavs,0
DD-573,internally simulated uav instantiate d unique ids currently activate uavs,0
DD-572,activation request uav receive gcs middleware accept uav provide d unique currently activate uavs,0
DD-571,virtual physical drone associate predefined uav type define basic attribute,0
CO-570,core component manage different type uavs,0
DD-569,obstacle detect distance min stop distance objectavoidance issue hover place command,0
DD-568,objectavoidance compute pair wise distance uavs,0
DD-567,objectavoidance maintain list uav state,0
DD-566,objectavoidance retrieve state uavs onboard objectavoidance status,0
DD-565,objectavoidance retrieve uav property check directive,0
DD-561,flight plan abort uav switch hover place mode,0
DD-559,flight plan abort remove associated uav,0
DD-557,uav store currently execute flight plan d,0
DD-554,flight plan queue uav reach final waypoint current flight plan flight plan remove queue set currently execute flight plan,0
DD-553,uav issue return home command flight current flight plan abort schedule flight plan remove flight plan queue,0
DD-552,flight plan assign specific uav flight plan scheduler automatically assign available uav,0
DD-550,flight plan assign specific uav place uav s execution queue,0
DD-548,flight route schedule execution waypoint takeoff altitude identifier instantiate new flight plan,0
DD-546,request user currently execute mission plan cancel remove pende flight plan remove synchronization point,0
DD-544,flightpattern synchronize landing direct uav synchronize final waypoint precede route ascend descend unique altitude synchronize fly longitude latitude home coordinate synchronize descend landing altitude,0
DD-538,uav execute flight plan reach synchronization point wait proceed uavs share synchronization point reach point,0
DD-537,flight plan uavs synchronize insert share synchronization point order list flight route assign participate uav,0
DD-536,individual uav include missionplan order list flight route assign,0
DD-535,uav air flight plan assign takeoff altitude flight plan ignore,0
DD-532,takeoff command issue flightschedulingandexecution check pre specify altitude flight plan,0
DD-529,compute distance uav target waypoint threshold waypoint distance waypoint consider reach,0
DD-528,vehiclecore receive uav s current coordinate uav assign target waypoint vehiclecore compute current distance target waypoint,0
DD-527,start flight plan send target waypoint uav s gcs,0
DD-526,hover place command rescind uav s state revert previous state,0
DD-524,uav hover place mode waypoint directive uav send gcs,0
DD-522,uav command hover place state change hover place command send gcs,0
DD-520,uav command return home current flight plan remove new flight plan create contain single waypoint represent original launch coordinate,0
DD-518,distance compute coordinate accurate meter distance meter,0
DD-515,request coordinate transform p vector default representation,0
DD-513,request coordinatesystem transform coordinate default representation p vector,0
DD-512,request coordinatesystem transform coordinate transform default representation n vector,0
DD-509,flight route xml format include optional takeoff altitude tag,0
DD-507,uimiddleware request flight route identify unique flighroutemanager retrieve associated file,0
DD-506,flight route upload dronology flightroutemanag save unique xml file,0
DD-502,flight route specify standard xml flightroute format,0
DD-500,mode change message user control receive vehicle transition user control,0
DD-498,uav execute flight plan reach synchronization point follow delay task wait proceed delay specify second expire,0
CO-484,simple collision avoidance implementation stop uavs violate minimum safety distance,0
CO-480,provide capability create execute complex flight patter multiple uavs,0
CO-477,single uav flight plan assignment take exist route instantiate assign uav,0
CO-476,provide capability execute mission multiple uavs,0
CO-475,provide capability execute flight assign uav,0
CO-474,provide basic flight relate capability uavs,0
CO-473,provide dimensional coordinate currently base longitude latitude altitude provide conversion coordinate system,0
CO-472,provide capability create manage flight route dronology,0
DD-468,missionplanner provide interface support execution predefined mission specify json,0
DD-439,open street map component support multiple map provider,0
DD-362,missionplanner synchronize coordinate flight multiple uavs,0
DD-361,step gcs announce gcsmiddleware provide unique d,0
DD-354,gcsmiddleware handle multiple gcs time,0
DD-352,route assign uav request send uimiddleware update assignment dronology,0
DD-229,ui display waypoint connection,0
DD-213,command send message receive cgc log dedicated gcs log file,0
CO-184,internal simulator provide low fidelity feature support quick initial test virtual uav feature include takeoff goto land battery health,0
DD-177,position reckoning utilize wgs reference,0
DD-168,load ui request exist route uimiddleware uimiddleware respond request ui display exist route,0
DD-122,configuration parameter include map coordinate scale map style color scheme store json object server,0
DD-121,uav location update map currently define ui uav refresh rate,0
DD-119,configure configuration parameter map center white field university notre dame south bend,0
DD-118,load map scale specify configuration,0
DD-117,scale information provide configuration map display scale map default scale,0
DD-113,state battery level speed current coordinate uav display,0
CO-91,python base manage control uavs communicate dronology ground station middleware gcs responsible communicate directly uav send command monitor state include current position flight mode health,0
CO-90,handle connection dronology ground control station gcs forwards command monitoring message dronology register gcs pass message describe state uavs manage gcs dronology,0
DD-87,flight plan unassigne uav remove uav s flight plan queue,0
DD-84,default pende flight plansof uav s service fcfs order,0
DD-81,flight plan queue uav reach final waypoint current flight plan state set air,0
DD-75,flight route create externally upload dronology ui middleware,0
DD-33,uav fly state currently execute flight plan transition air,0
DD-32,uav taking state achieve target altitude transition fly state,0
DD-31,permission grant uav await takeoff clearance state transition take state,0
DD-30,flight plan assign uav ground state transition await takeoff clearance state,0
DD-27,uav zero pende flight plan,0
DD-26,uav initially activate ground ground state,0
DD-24,altitude specify meter,0
DD-23,waypoint specify degree longitude latitude decimal degree format e g,0
DD-22,client register uimiddleware receive notification unexpected event occur,0
DD-21,client register uimiddleware receive notification uav instance activate deactivate,0
DD-20,client register uimiddleware receive notification new flight plan activate execute,0
DD-18,client register uimiddleware receive uav type specification event new uav type specification create modify delete,0
DD-11,client register uimiddleware receive flight route event notification flight route create modify delete,0
ST-347,implement edit delete function button route list attach behave popup window delete etc button route information bar,0
ST-210,use enablerouteedite disablerouteedite method maprouteutility class edit button click map table enter edit mode thick border show map table indicate edit mode mockup button add map table area save cancel edit mode user create new waypoint waypoint remove waypoint etc edit mode activate disable editing functionality click save button send current waypoint datum dronology exit edit mode click cancel button undo change fetch datum dronology exit edit mode,0
ST-358,follow mode select new uavs add group uavs currently follow unselecting uavs remove group update indicator bar accordingly uav unselecte zoom uavs e perform function uavs map,0
ST-357,ui follow uavs thick border map ui bar map attached image click stop follow perform functionality uavs map refer freditbar class implementation example,0
ST-403,click follow mode button screen zoom drone user able zoom choosing,0
ST-282,add component emergency operation call map view operation add button call follow select uavs map view uavs map uav select button follow select uavs disabled uav select button enable click follow select uavs automatically zoom pan map select uavs rectangle bound select uavs center map constitute view click view uavs zoom pan map uavs plan route rectangle bound uavs plan route center map constitute view,0
ST-247,map past flight path uav cover uav show dotted line flight route uav go cover show regular line,0
ST-304,apply icon line map default uavs use drone icon png flight route line color select uavs uavs checkbox check use drone icon select png change line color focused uav uav user click use drone icon focus png chagne line color d,0
ST-280,ui load automatically map register uavs plan route rectangle bound uavs plan route visible center map zoom map register uavs plan path constitute map,0
ST-349,lmap manage pin polyline map manage rid private list lpolyline polyline new arraylist private list lmarker pin new arraylist instead use map getcomponentiterator retrieve pin polyline,0
ST-226,mouse click waypoint instead remove directly window waypoint include information lat lon altitude approach speed button say remove waypoint click button remove waypoint,0
ST-176,click line connect exist waypoint new waypoint add waypoint,0
ST-173,user click map new waypoint create show map list newly add waypoint line add new previous,0
ST-199,table view map table sync map table route map change,0
ST-308,hide d reach column add column call simply display order waypoint,0
ST-227,add trashcan button right row table click button pop window showing sure want delete waypoint button yes user click window close happen user click yes remove waypoint row table remove waypoint map close window,0
ST-211,table editable,0
ST-373,add route description route meta info bar double clicking route description change textfield edit similar behavior field create new route add text area add route description,0
ST-200,add costomcomponent map follow info select route mockup layout route number waypoint edit button activate edit delete button checkbox say table view checkbox check table grid view map route select route select area disable control,0
ST-396,check user input altitude speed place popup window create new waypoint table edit mode save button popup window check mark button table click input altitude speed float number popup notification say altitude transit speed number save input value,0
ST-384,user attempt assign route uav try route right panel left prevent route assign popup notification say waypoint define route assign route uav,0
ST-281,new route assign uav automatically map register uavs plan route rectangle bound uavs plan route visible center map zoom map register uavs plan path constitute map,0
ST-337,implement reorder functionality specify mockup file read callout note mockup file,0
ST-334,create assign route layout base mockup file attach read callout note mockup file,0
ST-336,implement select route behavior ignore note mockup file use select route left hand list automatically select match route right hand route map select route right hand auto select route left hand,0
ST-335,implement assign remove functionality base mockup file read callout note mockup file,0
ST-260,haversine distance acceptable method computing distance compare travel distance laser distance travel distance distance drone actually travel account shape earth assume change altitude gradual laser distance distance laser beam travel assume line sight compute distance laser need travel earth example point north pole point b south pole laser distance tell distance straight earth,0
ST-261,function wgs position current position target position number meter travel return new wgs position specified distance away,0
ST-286,work position class comfortable enable position class distance function provide class motivate abstract base class class method laser distance take wgs position return double travel distance take wgs position return double tonvector return nvector topvector return pvector tollacoordinate return llacoordinate torotmatrix return matrix displacement vector ecef rotate ned vector,0
ST-278,nvecinterpolator position reckon wgs replacement simulator use need create movement simulator battery simulator replicate base functionality simple simulator,0
ST-180,n vector normal vector point surface wgs reference ellipsoid normal vector combine altitude represent distance reference ellipsoid note distance sea level sea level define surface ellipsoid wgs n vector altitude precisely define position earth n vector unit vector e vector magnitude altitude meter need dead reckoning calculation need position add velocity vector drone stay constant elevation travel earth problem p vector velocity vector instantaneous velocity tangent reference ellipsoid follow curvature earth aviation common use n vector nice formula address exact problem make programming easy consider edge case like drone fly east near meridian longitude degree latitude longitude calculation require special logic handle transition longitude degree special logic require n vector n vector handle gracefully pole longitude undefined information n vector article follow instance field need nvector class x x component n vector y y component n vector z z component n vector altitude distance sea level meter follow method need n vector class tolla take argument map n vector altitude latitude longitude altitude topvec take argument map n vector altitude x y z coordinate wgs reference frame,0
ST-179,need immutable class hold double x y z wgs reference frame background information wgs reference frame origin frame center mass earth x axis point equator meet prime meridean latitude longitude z axis point geographic north pole latitude longitude undefine y axis derive right hand rule point latitude longitude class follow instance field x position x axis meter y position y axis meter z position z axis meter class follow method tolla take argument return latitude longitude altitude position tonvec take argument return n vector plus altitude position,0
ST-132,follow example create singleton class ui parameter search java singleton singleton example current parameter include project map center lan map center lon map default zoom future use class configurable parameter,0
ST-232,currently ui refreshing rate update drone info hard code ms create field configuration file configurable,0
DD-599,When given a takeoff command the InternalSimulator shall move with infinite acceleration the UAV to the takeoff altitude corresponding to its current longitude and latitude,0
DD-514,When requested coordinates shall be transformed from n vectors to the default representation,0
