issueid,STR.REQ,class
ST-346,delete button bar route map click popup modal window saying sure delete route route include button yes click yes remove route dronology close window update ui click simply close window edit mode route delete remember exit edit mode delete route,0
ST-349,lmap manage pin polyline map manage rid private list lpolyline polyline new arraylist private list lmarker pin new arraylist instead use map getcomponentiterator retrieve pin polyline,0
ST-169,user request new flight route create add new route button click modal window pop ask user input new route button display window cancel cancel add route draw route add new route auto select route enter editing mode,0
ST-175,exist waypoint select map drag location,0
ST-174,waypoint remove route waypoint list waypoint previous waypoint final waypoint waypoint list waypoint waypoint starting waypoint waypoint list waypoint previous waypoint connect waypoint,0
ST-173,user click map new waypoint create show map list newly add waypoint line add new previous,0
ST-199,table view map table sync map table route map change,0
ST-308,hide d reach column add column call simply display order waypoint,0
ST-227,add trashcan button right row table click button pop window showing sure want delete waypoint button yes user click window close happen user click yes remove waypoint row table remove waypoint map close window,0
ST-211,table editable,0
ST-373,add route description route meta info bar double clicking route description change textfield edit similar behavior field create new route add text area add route description,0
ST-200,add costomcomponent map follow info select route mockup layout route number waypoint edit button activate edit delete button checkbox say table view checkbox check table grid view map route select route select area disable control,0
ST-396,check user input altitude speed place popup window create new waypoint table edit mode save button popup window check mark button table click input altitude speed float number popup notification say altitude transit speed number save input value,0
ST-246,assign new route button click modal window occupy screen window frmainlayout button beneath frmainlayout cancel apply click cancel user send active flight view route select apply button disabled route select enable apply button click apply button popup modal window confirmation window saying sure want uav follow route route click yes assign route uav close modal window click user send route planning modal window,0
ST-384,user attempt assign route uav try route right panel left prevent route assign popup notification say waypoint define route assign route uav,0
ST-228,route click list change background list indicate select load waypoint map table,0
ST-334,create assign route layout base mockup file attach read callout note mockup file,0
ST-336,implement select route behavior ignore note mockup file use select route left hand list automatically select match route right hand route map select route right hand auto select route left hand,0
ST-335,implement assign remove functionality base mockup file read callout note mockup file,0
ST-260,haversine distance acceptable method computing distance compare travel distance laser distance travel distance distance drone actually travel account shape earth assume change altitude gradual laser distance distance laser beam travel assume line sight compute distance laser need travel earth example point north pole point b south pole laser distance tell distance straight earth,0
ST-262,replace exist coordinate implementation new llacoordinate require update flight simulator work double value instead long ui adaptation display coordinate correctly additional functionality modify waypoint llacoordinate immutable,0
ST-261,function wgs position current position target position number meter travel return new wgs position specified distance away,0
ST-259,latitude need calculate atan equation,0
ST-278,nvecinterpolator position reckon wgs replacement simulator use need create movement simulator battery simulator replicate base functionality simple simulator,0
ST-180,n vector normal vector point surface wgs reference ellipsoid normal vector combine altitude represent distance reference ellipsoid note distance sea level sea level define surface ellipsoid wgs n vector altitude precisely define position earth n vector unit vector e vector magnitude altitude meter need dead reckoning calculation need position add velocity vector drone stay constant elevation travel earth problem p vector velocity vector instantaneous velocity tangent reference ellipsoid follow curvature earth aviation common use n vector nice formula address exact problem make programming easy consider edge case like drone fly east near meridian longitude degree latitude longitude calculation require special logic handle transition longitude degree special logic require n vector n vector handle gracefully pole longitude undefined information n vector article follow instance field need nvector class x x component n vector y y component n vector z z component n vector altitude distance sea level meter follow method need n vector class tolla take argument map n vector altitude latitude longitude altitude topvec take argument map n vector altitude x y z coordinate wgs reference frame,0
ST-178,need immutable class hold double latitude longitude altitude lla class follow data member latitude angle north equator degree negative angle define latitude southern hemisphere longitude angle east prime meridian degree negative angle define longitude western hemisphere altitude distance sea level precisely distance surface wgs reference ellipsoid project need distance meter traditionally aviation distance measure foot careful class class follow method topvec take argument map lla x y z coordinate wgs reference frame tonvec take argument map lla coordinate define n vector plus altitude n vector normal vector surface wgs reference ellipsoid ellipsoid define position sea level earth pair altitude precisely define position n vector nice property dead reckoning easy accurate dead reckoning process calculate drone current position previously determined position advance position base know estimate speed elapse time course info learn nice property n vector article journal navigation coordinate java modify llacoordinate class need,0
ST-179,need immutable class hold double x y z wgs reference frame background information wgs reference frame origin frame center mass earth x axis point equator meet prime meridean latitude longitude z axis point geographic north pole latitude longitude undefine y axis derive right hand rule point latitude longitude class follow instance field x position x axis meter y position y axis meter z position z axis meter class follow method tolla take argument return latitude longitude altitude position tonvec take argument return n vector plus altitude position,0
ST-132,follow example create singleton class ui parameter search java singleton singleton example current parameter include project map center lan map center lon map default zoom future use class configurable parameter,0
DD-599,When given a takeoff command the InternalSimulator shall move with infinite acceleration the UAV to the takeoff altitude corresponding to its current longitude and latitude,0
DD-514,When requested coordinates shall be transformed from n vectors to the default representation,0
