issueid,STR.REQ,class
RE-651,When requested by the user the RouteAssignmentUI shall display details about the selected UAV and its flight plans,1
RE-649,When a route is assigned or removed from a UAV the RouteAssignmentUI shall notify Dronology,1
RE-646,The RouteAssignmentUI shall provide means to select an existing routes and assign them to a UAV,1
RE-643,When loading the map view it shall be positioned at the pre defined location,1
RE-642,When the VaadinUI is activated the VaadinUI shall be configured according to stored configuration parameters,1
RE-639,The UIMiddleware shall accept and activate a mission plan upon request,1
RE-637,The UIMiddleware shall enable an existing route to be assigned to an active UAV,1
RE-634,The UIMiddleware shall enable the creation and modification of flight routes,1
RE-630,The UIMiddleware accepts commands from UIs and forwards to Dronology,1
RE-628,The UIMiddleware shall provide a list of all existing routes,1
RE-626,The UIMiddleware shall provide a list of all active UAVs,1
RE-611,The ActivityLogger shall log all flight plan related events,1
RE-597,The InternalSimulator shall approximate the state of the battery,1
RE-596,When given a landing command the InternalSimulator shall move the UAV from to the ground altitude corresponding to its current longitude and latitude,1
RE-595,When given a goto command the InternalSimulator shall update the location of the UAV at increments of SIMULATION STEP SIZE meters moving it towards the target destination until the destination is reached,1
RE-594,When given a takeoff command the InternalSimulator shall move the UAV to the takeoff altitude corresponding to its current longitude and latitude,1
RE-593,The InternalSimulator shall approximate the behavior of a UAV,1
RE-592,The UAVRegistrationManager shall store UAV meta data information such as the UAV s technical characteristics,1
RE-589,When the maximum numbers of allowed activated UAVs has been reached the UAVActivationManager shall reject any further activation requests,1
RE-576,The VehicleCore shall support virtual UAVs,1
RE-574,The VehicleCore shall support UAVs connected via the GCS,1
RE-563,When a group of UAVs are assigned flight patterns as part of a mission the system shall provide a warning if any paths overlap,1
RE-562,A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV,1
RE-555,If a UAV does not have any pending flight plans then when it reaches the final waypoint of its current flight plan the SingleUAVFlightPlanScheduler shall notify the UAV to hover in place,1
RE-551,If a scheduled flight is not manually assigned to a UAV the SingleUAVFlightPlanScheduler shall assign the route automatically to an UAV,1
RE-549,If a route contains a specific UAV ID the SingleUAVFlightPlanScheduler shall assign the route to the given UAV,1
RE-547,When requested the SingleUAVFlightPlanScheduler shall schedule a route for execution,1
RE-545,When requested if a mission is currently active the MissionPlanner shall cancel the active mission,1
RE-541,The MissionPlanner shall manage predefined FlightPatterns,1
RE-531,When a flight plan is activated for a UAV currently on the ground the FlightSchedulingandExecution shall notify the UAV to takeoff vertically until it reaches the prescribed altitude,1
RE-525,If a flight plan is active and the hover in place command is rescinded the FlightManager shall notify the UAV to continue to the originally designated waypoint,1
RE-521,When the hover in place command is issued the FlightManager shall halt the UAV in place and maintain its current position,1
RE-516,When given two coordinates the CoordinateSystem shall compute the distance between them,1
RE-510,When requested the CoordinateSystem shall transform coordinates to alternate formats,1
RE-508,When a flight route requires a customized takeoff altitude that differs from the system s default takeoff altitude it shall be specified in the flight route,1
RE-505,The FlightRouteManager shall persist flight routes,1
RE-503,The FlightRouteManager shall ensure that all flight routes represent a VALID FLIGHT ROUTE,1
RE-424,When the return to home command is issued the FlightManager shall return the UAV to its original launch location without issuing any additional waypoint or routing commands,1
RE-161,The UAVActivationManager shall only activate UAVs that are registered,1
RE-160,When a GCS requests activation of a newly detected UAV the GCSMiddleware shall forward the request to Dronology,1
RE-126,The ObjectAvoidance system only issues commands within the capabilities of the UAV,1
RE-125,If a UAV takes evasive actions the system will ensure that it will eventually reach its destination,1
RE-114,When the RealTimeFlightUI is loaded a map shall be displayed,1
RE-112,If a command is issued by the VaadinUI for an UAV the VaadinUI shall request control of that UAV,1
RE-110,The UIMiddleware shall only assign one control client at a time for each UAV,1
RE-103,When a UAV s current flight is cancelled the SingleUAVFlightPlanScheduler shall in turn cancel all scheduled flight plans for that UAV,1
RE-101,If a UAV has pending flight plans then when it reaches the final waypoint of its current flight plan the SingleUAVFlightPlanScheduler shall execute the next assigned flight plan,1
RE-80,When a flight plan is executed the VehicleCore shall send the next waypoint to the UAV,1
RE-77,Each waypoint shall be specified using coordinates that include longitude latitude and altitude,1
RE-36,The UAVActivationManager shall ensure that only one instance of each registered drone is active at any time,1
RE-25,The VehicleCore shall assign a unique ID to each activated UAV,1
RE-8,When requested the VehicleCore shall shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram,1
DD-768,Each movement command shall specify one of the following command types SET MONITORING FREQUENCY SET STATE FREQUENCY,0
DD-767,The RouteCreationUI shall provide capabilities to modify existing routes,0
DD-764,The UIMiddleware accepts resend waypoint commands associated with a unique UAV ID and forwards to Dronology,0
DD-763,UAV State messages shall be formatted as JSON objects and contain the UAV ID and the MODE,0
DD-762,If a user attempts to create a route without providing a name then the system shall not save the route,0
DD-761,The display of active flight plans shall include time in flight traveled distance remaining distance completed and total waypoints,0
DD-760,The active flight plan shall be displayed at the top of the list of pending flight plans,0
DD-757,The properties that the GCS sends to the GCSMiddleware shall be defined in JSON,0
DD-756,The GCS shall send the UAV s current properties to the GCSMiddleware when they are received from the UAV,0
DD-755,The GCS requests the UAV s properties every UAV MESSAGE MONITORING FREQUENCY seconds,0
DD-753,The GCS shall send the UAV s current coordinates to the GCSMiddleware when they are received from the UAV,0
DD-752,The GCS requests the UAV s current coordinates every UAV MESSAGE STATE FREQUENCY seconds,0
DD-750,After UAV RECONNECT TIMEOUT has been reached if connection to the UAV can not be reestablished the GCS shall send a UAV Timeout message containing the UAV ID to the GCSMiddleware,0
DD-749,If the connection to an UAV is lost and the GCS fails to reconnect the GCS shall notify the GCSMiddleware,0
DD-748,If the GCS receives notification that the UAV is incorrectly registered then the GCS closes the connection with the UAV,0
DD-745,When the GCS receives a set frequency command from the GCSMiddleware it shall adjust its messange frequency accordingly,0
DD-742,The default message frequency for UAV monitoring messages shall be UAV MESSAGE MON FREQUENCY,0
DD-740,The GCS shall transform commands into a vehicle specific format,0
DD-737,When a socket error or time out occurs all UAVs associated with the GCS shall be deactivated,0
DD-735,The TAKEOFF command shall specify the target altitude,0
DD-734,The SET VELOCITY shall specify a velocity vector specified using NED North East Down directions,0
DD-733,The SET GROUNDSPEED command shall specify ground speed in meters per second,0
DD-732,The GOTO WAYPOINT command shall include a target latitude longitude and altitude coordinate,0
DD-731,Each movement command shall specify one of the following command types GOTO WAYPOINT SET GROUNDSPEED SET VELOCITY TAKEOFF LAND HOVER,0
DD-730,Each command shall include a unique UAV ID,0
DD-728,The GCSMiddleware shall be able to handle and send a setStateFrequency command to the respective GCS containing the desired Frequency in ms,0
DD-727,The GCSMiddleware shall be able to handle and send a setMonitoringFrequency command to the respective GCS containing the desired Frequency in ms,0
DD-724,UAV State messages shall be formatted as JSON objects and contain both mandatory and optional elements,0
DD-723,UAV Monitoring messages shall be formatted as JSON objects and contain arbitrary information regarding a single UAV,0
DD-721,When the activation request is denied the GCSMiddleware shall send a predefined activation denied message to the GCS,0
DD-720,When the activation request is approved the GCSMiddleware shall send a predefined activation confirmation message to the GCS,0
DD-719,The GCS shall be informed of the result of the activation request,0
DD-718,The GCSMiddleware shall call the UAVActivationManager to request UAV activation,0
DD-715,In step two the GCSMiddleware accepts the connection and sends a handshake message,0
DD-713,Each GCS connecting to the GCSMiddleware shall be identified through a unique GROUNDSTATION ID,0
DD-712,The GCSMiddleware shall only accept one connection for each GCS,0
DD-711,The GCSMiddleware shall accept connections with multiple GCS,0
DD-710,The GCSMiddleware shall specify a predefined GCS PORT where GCS can connect,0
DD-705,The DronologyRuntimeMonitor shall provide means to define wildcards i e a client receives messages from all topics associated with the wildcard,0
DD-704,Topics shall be organized in a hierarchical manner meaning that clients can subscribe to all messages messages from certain GCS UAVS and properties,0
DD-703,Clients shall be able to subscribe to any number of topics,0
CO-700,Provides basic data collection capabilities for internal data from Dronology such as assigned flights and data provided by the UAV e g location data and status,0
DD-699,When the UAV s battery level drops below a predefined threshold then the UAV health indicator is activated,0
DD-697,When UI follow mode is active the map should continually zoom and pan so that all selected UAVs are centered and their active routes constitutes of the view,0
DD-696,When UI follow mode is initiated the map shall automatically zoom and pan so that all selected UAVs are centered and their active routes constitutes of the view,0
DD-694,When requested by the user the UI shall apply the requested emergency action to all selected UAVs if no UAV is selected the UI shall apply the emergency action to all UAVs by default,0
DD-692,Operations shall include RTL takeoff hover in place and resend command,0
DD-690,The UI shall differentiate between completed current and not yet traversed flight segments,0
DD-686,Different types of UAVs shall have different icons,0
DD-684,When the RealTimeFlightUI is loaded a map shall be displayed with the default zoom level and center coordinates specified in a configuration file,0
DD-683,The UI shall periodically request the list of all activated UAVs from the UIMiddleware and updates the display of currently activated UAVs,0
DD-682,Upon loading the UI shall request information about all activated UAVs from the UIMiddleware Once the UIMiddleware respond to the request the UI shall display a list of all currently activated UAVs,0
DD-676,When selected by the user multiple routes shall be displayed simultaneously on the map,0
DD-675,Consecutive waypoints in a route on a map shall be connected by lines,0
DD-674,The RouteCreationUI shall support route creation and modification in visual mode allowing the user to click on a location in order to create modify or delete a waypoint,0
DD-673,The RouteCreationUI shall support route creation and modification in tabular mode by displaying a editable table showing each waypoint and the velocity of the UAV approaching the waypoint,0
DD-671,The route information shall be represented using the Standard Route XML format and transmitted to the UIMiddleware,0
DD-669,The UI shall provide respective fields for displaying and modifying the ID textual description waypoints and other route information,0
DD-667,The altitude and speed values shall not exceed the current maximum UAV MAX ALTITUDE UAV MAX GROUND SPEED set in the system,0
CO-663,Provides capabilities for creating new flight routes on a map that are stored in Dronology,0
DD-660,Each UAV shall have a cancel pending flight plan button associated with it,0
DD-658,Flight plans assigned to an UAV that have not yet been executed may be deleted by selecting the route and clicking the deselect button,0
DD-654,When the user requests to view flight plans assigned to a UAV the UI requests the pending flight plans from the UAV FlightInfo object and displays them,0
DD-650,When route assignments are removed from a UAV a request shall be sent to the UIMiddleware to remove the assignment in Dronology,0
DD-648,A route shall be assigned to a selected UAV using the mouse to drag and drop or double clicking on the route,0
DD-647,The user shall select a UAV and then assign routes to it from an available route list,0
CO-645,Provides capabilities for selecting existing routes and assigning them to active UAVs,0
DD-644,Before issuing commands to an UAV the VaadinUI shall request control via the UIMiddleware,0
CO-641,User interface for managing UAVs routes and planning flights,0
DD-640,The UIMiddleware shall forward a mission plan request to dronology,0
DD-638,The UIMiddleware shall assign the list of waypoints from a route to an active UAV in order to create a flight plan,0
DD-636,When requested by a UI client the UIMiddleware shall support the modification of an existing flight route with an given ID,0
DD-635,When requested by a UI client the UIMiddleware shall create a new flight route with a unique ID,0
DD-633,The UIMiddleware accepts return to home commands associated with a unique UAV ID and forwards to Dronology,0
DD-632,The UIMiddleware accepts takeoff commands associated with a unique UAV ID and forwards to Dronology,0
DD-631,The UIMiddleware accepts hover in place commands associated with a unique UAV ID and forwards to Dronology,0
DD-627,The UIMiddleware returns a list of UAV proxy objects containing information about all active UAVs including location battery level ground speed and health status,0
DD-625,If the heartbeat fails for a client holding one or more control locks after CLIENT HEARTBEAT TIME then the UIMiddleware shall release all of its control locks,0
DD-624,The UIMiddleware shall monitor liveness of clients holding control locks on individual UAVs,0
DD-621,A client shall register to the UIMiddleware using a unique id,0
CO-620,Provides capabilities for connecting to multiple GCS sending commands to and receiving messages from UAVs,0
DD-618,Each connection request handshake and mode change message shall be logged,0
DD-615,The timestamp and the type of action shall be logged into the mission log for each flight plan related event This includes time of scheduling time of execution time of completing plan reordering plan canceling plan,0
DD-613,When a flight plan is executed a log event shall be created that includes the name of the route the UAV it is assigned to and the execution time stamp,0
CO-610,Provides capabilities for logging UAV related events such as assigned flights executed missions,0
DD-609,When a simulated UAV is in flight the NVECSimulator shall reduce the battery every second by SIMULATOR BATTERY DRAIN VOLTS,0
DD-608,When given a land command the NVECSimulator shall immediately change the UAV s current altitude to the ground altitude,0
DD-607,While responding to a goto command the NVECSimulator shall continue moving in steps towards the target coordinates until the target has been reached,0
DD-606,When given a goto command the NVECSimulator shall compute the next coordinate based upon the normal vector and altitude of the current position and the normal vector and altitude of the destination The simulator shall move the UAV with infinite acceleration and use numerical methods to hone in on the next coordinate which will be SIMULATION STEP SIZE meters from the current position along the travel path,0
DD-605,When given a takeoff command the NVECSimulator shall move with infinite acceleration the UAV to the takeoff altitude corresponding to its current longitude and latitude,0
DD-603,When a simulated UAV is in flight the InternalSimulator shall reduce the battery every second by SIMULATOR BATTERY DRAIN VOLTS,0
DD-602,When given a land command the InternalSimulator shall immediately change the UAV s current altitude to the ground altitude,0
DD-601,While responding to a goto command the InternalSimulator shall continue moving in steps towards the target coordinates until the target has been reached,0
DD-600,When given a goto command the InternalSimulator shall compute the next coordinate based upon the angle of travel and the step size,0
CO-598,Provides basic capabilities for simulating the flight of Virtual UAVs,0
DD-588,When a UAV is deactivated all scheduled flight plans shall be removed from the UAV s flightplan pool,0
DD-586,If the presented UAV ID represents a currently registered UAV then the UAVActivationManager shall activate the UAV,0
DD-585,If the presented UAV ID does not represent a currently registered UAV then the UAVActivationManager will reject the activation and notify the GCS Middleware,0
DD-584,When receiving a new activation request from the GCS Middleware the UAVActivationManager shall check that the presented UAV ID represents a currently registered and non activated UAV,0
DD-580,When a UAV is in LANDING state and reaches zero altitude it transitions to ON GROUND,0
DD-579,When a UAV is in IN AIR state and receives a command to land it transitions to LANDING state,0
DD-578,When a UAV is IN AIR state and is assigned a flight plan to execute it transitions to FLYING,0
DD-577,The system shall support internally simulated UAVs,0
DD-575,The VehicleCore shall support UAVs capable of receiving and responding to commands sent via the ground control station,0
DD-572,An activation request for a UAV that is received from the GCS Middleware is only accepted if the UAV provides an ID unique from all other currently activated UAVs,0
DD-571,Each Virtual and Physical drone is associated with a predefined UAV TYPE defining its basic attributes,0
CO-570,Core component for managing different types of UAVs,0
DD-569,If an obstacle is detected within a distance of MIN STOPPING DISTANCE the ObjectAvoidance system shall issue a hover in place command,0
DD-568,The ObjectAvoidance system shall compute pair wise distances between UAVs,0
DD-567,The ObjectAvoidance system shall maintain a list of UAV states,0
DD-566,The ObjectAvoidance system shall retrieve the state of the UAVs onboard ObjectAvoidance status,0
DD-565,The ObjectAvoidance system shall retrieve UAV properties and shall check all directives against them,0
DD-564,When a UAV which has been receiving evasive directives is no longer in close proximity to an object the ObjectAvoidance system shall stop sending directives and the UAV will continue towards its destination,0
DD-560,An aborted flight plan shall not be reassigned to any UAV,0
DD-559,When the flight plan is aborted it shall be removed from the associated UAV,0
DD-557,Each UAV can only store one currently executing flight plan ID,0
DD-556,The currently executing flight plan ID is associated with the UAV executing it,0
DD-553,When a UAV is issued a return to home command during a flight then the current flight plan is aborted and all scheduled flight plans are removed from its flight plan queue,0
DD-552,If a flight plan is not assigned to a specific UAV the flight plan scheduler shall automatically assign it to the next available UAV,0
DD-548,When a flight route is scheduled for execution its waypoints takeoff altitude and identifier shall be used to instantiate a new flight plan,0
DD-546,When requested by the user a currently executing mission plan shall be cancelled by removing all pending flight plans and removing all synchronization points,0
DD-544,The FlightPattern for synchronized landing shall direct each UAV to synchronize at the final waypoint of the preceding route ascend or descend to a unique altitude synchronize fly to the longitude and latitude of the home coordinates synchronize and then descend to the landing altitude,0
DD-543,The FlightPattern for synchronized takeoff shall direct each UAV to takeoff to a unique altitude synchronize with other UAVs fly at the unique altitude to the longitude and latitude of the first waypoint of the subsequent route synchronize with other UAVs descend or ascend to the target waypoint and synchronize with other UAVs to complete the flight pattern,0
DD-542,When a predefined FlightPattern is included in a MissionPlan it shall be expanded prior to use into a set of waypoints and synchronization points for each of the participating UAVs,0
DD-540,The MissionPlan shall be specified as a JSON file see attached example,0
DD-537,The flight plans of two or more UAVs shall be synchronized by inserting shared synchronization points between the ordered list of flight routes assigned to each participating UAV,0
DD-535,If a UAV is in the air when a flight plan is assigned the takeoff altitude in the flight plan is ignored,0
DD-534,If no takeoff altitude is prescribed in the flight plan assigned to a UAV currently on the ground then the system wide default altitude is used as the target takeoff altitude,0
DD-533,If a takeoff altitude is prescribed in the flight plan assigned to a UAV currently on the ground then that altitude is used as the target takeoff altitude,0
DD-532,When the takeoff command is issued the FlightSchedulingAndExecution checks for a pre specified altitude in the flight plan,0
DD-530,When the UAV reaches a target waypoint if additional waypoints are specified in the flight plan then the VehicleCore shall send the next waypoint to the UAV s GCS,0
DD-526,When the hover in place command is rescinded the UAV s state is reverted to its previous state,0
DD-522,When the UAV is commanded to hover in place its state is changed to hover in place and a command is sent to the GCS,0
DD-519,Direction between two coordinates shall be specified using a velocity vector from the first coordinate,0
DD-518,Distances computed between two coordinates shall be accurate within meter over a distance of meters,0
DD-512,When requested the CoordinateSystem shall transform coordinates transformed from the default representation to n vectors,0
DD-511,The default coordinate representation shall use LLA longitude latitude altitude format,0
DD-509,The flight route xml format includes an optional takeoff altitude tag,0
DD-507,When the UIMiddleware requests a flight route identified by its unique name the FlighRouteManager shall retrieve the associated file,0
DD-504,Upon receipt of a new or modified flight route from the UI middleware the FlightRouteManager shall check that it is a VALID FLIGHT ROUTE i e that all waypoints are valid coordinates and that the flight route contains at least one waypoint,0
DD-502,Flight routes shall be specified in the standard XML FlightRoute format,0
DD-500,When a mode change message to USER CONTROLLED is received the Vehicle shall transition to USER CONTROLLED,0
DD-498,When a UAV is executing flight plans and reaches a synchronization point which is followed by a delay task it shall wait to proceed until the delay specified in seconds is expired,0
CO-484,Simple collision avoidance implementation that stops UAVs when they violate a minimum safety distance,0
CO-481,Collision Avoidance API and general services,0
CO-477,Single UAV flight plan assignments taking an existing route instantiating it and assigning to a UAV,0
CO-475,Provides capabilities for executing flights assigned to a UAV,0
CO-474,Provides basic flight related capabilities for UAVs,0
CO-473,Provides dimensional coordinate system currently based on longitude latitude and altitude Provides conversion between various coordinate systems,0
DD-445,The DronologyRuntimeMonitor shall allow to publish arbitrary monitoring messages and subscribe to certain message types,0
DD-439,The open street map component shall support multiple map providers,0
DD-421,Waypoints in a flight route shall be colored so as to differentiate between the starting waypoint ending waypoint and all remaining intermediate waypoints,0
DD-361,In step one the GCS announces itself to the GCSMiddleware providing its unique ID,0
DD-354,The GCSMiddleware shall handle multiple GCS at the same time,0
DD-229,The UI shall display the waypoints and their connections,0
DD-213,All commands sent to and messages received from a CGC shall be logged to a dedicated GCS log file,0
CO-184,The internal simulator provides low fidelity features for supporting quick initial tests of a virtual UAV Features include takeoff goto land and battery health,0
DD-177,Position reckoning shall utilize the WGS reference system,0
DD-168,Upon loading the UI requests all existing routes from the UIMiddleware Once the UIMiddleware respond to the request the UI displays all existing routes,0
DD-122,Configuration parameters including map coordinates scale map style and color scheme shall be stored in a JSON Object on the server,0
DD-121,The UAV location shall be updated on the map at the currently defined UI UAV REFRESH RATE,0
DD-119,Unless otherwise configured in the configuration parameters the map shall be centered at White Field University of Notre Dame South Bend IN,0
DD-117,If no scale information is provided in the configuration the map shall display at a scale of MAP DEFAULT SCALE,0
DD-113,The name state battery level speed and current coordinates of each UAV shall be displayed,0
CO-105,Manages all aspects of displaying flights and UAVs in real time and interacting with them The flight view displays active routes UAV coordinates and their current health The map uses zoom and panning features to follow one or more selected UAV,0
DD-104,All flight plans executed and waypoints reached shall be logged to a dedicated flight log file,0
CO-91,Python based system that manages and controls UAVs Communicates with Dronology via the Ground Station middleware Each GCS is responsible for communicating directly with each UAV sending it commands and monitoring its state including its current position flight mode and health,0
CO-90,Handles connections between Dronology and Ground Control Stations GCS Forwards commands monitoring and other messages from Dronology to its registered GCS and passes messages describing the state of the UAVs managed by each GCS back to dronology,0
DD-87,A flight plan shall be unassigned from a UAV by removing it from the UAV s flight plan queue,0
DD-85,The pending flight plans of a UAV may be reordered,0
DD-84,By default the pending flight plansof a UAV s shall be serviced in FCFS order,0
DD-81,If the flight plan queue is empty when the UAV reaches the final waypoint of its current flight plan then its state is set to IN AIR,0
DD-75,Flight routes shall be created externally and uploaded to Dronology via the UI middleware,0
DD-33,When a UAV is in FLYING state and has no currently executing flight plan it transitions to IN AIR,0
DD-31,When permission is granted to UAV in the AWAITING TAKEOFF CLEARANCE state it transitions to TAKING OFF state,0
DD-30,When a flight plan is assigned to a UAV in the ON GROUND state it transitions to the AWAITING TAKEOFF CLEARANCE state,0
DD-27,Each UAV has zero or more pending flight plans,0
DD-26,When a UAV is initially activated on the ground it is in the ON GROUND state,0
DD-24,Altitude shall be specified in meters,0
DD-23,All waypoints shall be specified using degrees longitude and latitude using Decimal Degrees format e g,0
DD-20,A client shall register with the UIMiddleware to receive notifications whenever a new flight plan is activated or executed,0
DD-19,A client shall register with the UIMiddleware to receive notifications whenever a new UAV type configuration is created modified or deleted,0
DD-18,A client shall register with the UIMiddleware to receive UAV type specification events whenever a new UAV type specification is created modified or deleted,0
DD-11,A client shall register with the UIMiddleware to receive flight route event notifications whenever a flight route is created modified or deleted,0
ST-347,Implement the edit and delete functions for the buttons in the route list see attached They should behave the same popup a window when deleting etc as the buttons in the route information bar,0
ST-210,Use the enableRouteEditing and disableRouteEditing methods in the MapRouteUtility class When the edit button is clicked the map and the table enter edit mode A thicker border is shown around the map and table to indicate edit mode see mockup Two buttons are added on top of the map table area Save and Cancel In the edit mode users can create new waypoints move waypoints remove waypoints etc When the edit mode is not activated disable these editing functionalities Clicking the Save button will send the current waypoints data to dronology and exit the edit mode Clicking the Cancel button will undo all changes fetch the data from dronology again and exit the edit mode,0
ST-358,In the following mode selecting new UAVs will add them to the group of UAVs that is currently following unselecting UAVs will remove them from the group Update the indicator bar accordingly as well When the last UAV is unselected zoom out to show all UAVs i e perform the function same as Show all UAVs on the map,0
ST-357,When the UI is following one or more UAVs show a thick border around the map and a UI bar on top of the map see the attached image Clicking on Stop Following will perform the same functionality as Show all UAVs on the map Refer to the FREditBar class for an implementation example,0
ST-403,After clicking the follow mode button the screen should zoom in to the drones Then the user should be able to zoom in and out to their choosing afterwards,0
ST-282,Add a component above Emergency Operations called Map View Operations Add two button in it called Follow Selected UAVs on Map and View All UAVs on Map When no UAV is selected the button Follow Selected UAVs is disabled once a UAV is selected the button is enabled Clicking on Follow Selected UAVs will automatically zoom and pan the map so that all selected UAVs or rather the rectangle that bounds all selected UAVs are always centered in the map and constitutes for about of the view Clicking on View All UAVs will zoom and pan the map so that all UAVs and their planned routes or rather the rectangle that bounds all UAVs and their planned routes are centered in the map and constitutes for about of the view,0
ST-208,Create the emergency operation buttons specified in the mockup,0
ST-305,Connect the Return to home button for each UAV to Dronology When the button is clicked popup a modal window saying Are you sure to send UAV name to its home with two buttons Yes and No Clicking Yes will send the UAV to home Clicking No will simply close the window For the Emergency Operations When no UAV is selected clicking All UAVs Return to Home will popup a modal window saying Are you sure to send all UAVs to their homes clicking Yes will send all UAVs to home When there are selected UAVs change the text of the button to Selected UAVs Return to Home clicking it will popup a modal window saying Are you sure to send UAV name UAV name and UAV name n to their homes send the selected UAVs to their homes when the user clicked Yes,0
ST-247,In the map the past flight path that the UAV has already covered behind the UAV is shown in dotted lines The flight route that the UAV is going to cover is shown in regular lines,0
ST-304,This only applies to the icons and lines on the map By default all UAVs use drone icon png all flight route lines are in color For selected UAVs UAVs with the checkbox checked use drone icon selected png and change the line color to For the focused UAV the UAV that the user clicks on use drone icon focused png and chagne the line color to d,0
ST-280,When the UI is loaded automatically move the map so that all registered UAVs and their planned routes or rather the rectangle that bounds all UAVs and their planned routes are visible in the center of the map also zoom the map so that all registered UAVs and their planned paths constitutes about of the map,0
ST-346,When the delete button in bar on top of the route map is clicked popup a modal window saying Are you sure to delete the route route name including two buttons Yes and No When clicked Yes remove the route in dronology close the window and update the UI When clicked No simply close the window When in edit mode the route can still be deleted Remember to exit the edit mode before deleting the route,0
ST-349,LMap already manages all pins and polylines on the map We should not manage them again Get rid of private List LPolyline polylines new ArrayList and private List LMarker pins new ArrayList Instead use map getComponentIterator to retrieve the pins and polylines,0
ST-169,Upon user request a new empty flight route is created When the Add a New Route button is clicked a modal window pops up and asks users to input the name for the new route Two buttons are displayed on the window Cancel to cancel adding the route Draw Route to add a new route auto select the route and enter the Editing Mode,0
ST-226,When mouse click on the waypoint instead of removing it directly show a Window next to the waypoint that includes its information lat lon altitude and approaching speed and a button says remove waypoint clicking on the button will remove the waypoint,0
ST-176,By clicking on a line connecting existing waypoints a new waypoint is added in between these waypoints,0
ST-175,When an existing waypoint is selected on the map it can be dragged to another location,0
ST-174,A waypoint can be removed from the route If the waypoint is the last in the list of waypoints the previous waypoint becomes the final waypoint If the waypoint is the first in the list of waypoints the next waypoint becomes the starting waypoint If the waypoint is not the last in the list of waypoints the previous waypoint will be connected with the next waypoint,0
ST-173,When a user clicks on the map a new waypoint is created and shown on the map and in the list If the newly added waypoint is not the first one a line is added between the new one and the previous one,0
ST-199,Put the table view below the map for now This table should be synced with the map when either the table or the route on the map changed,0
ST-308,Hide the id and reached columns Add a column called which simply displays the order of the waypoint,0
ST-227,Add a trashcan button to the right of each row in the table Clicking on the button will pop up a window showing Are you sure you want to delete this waypoint and two buttons Yes and No When the user clicks on No window closes and nothing happens When the user clicks on Yes remove the waypoint on that row from the table and remove that waypoint on the map then close the window,0
ST-211,Make the table editable,0
ST-373,Add route description under the route name in the meta info bar Double clicking on the route description will change it to a textfield for editing similar behavior as the name field When creating a new route add a text area for adding the route description,0
ST-200,Add a CostomComponent above the map to show the following info of the selected route see the mockup for the layout the name of the route the number of waypoints it has an edit button to activate editing a delete button do not do anything for now a checkbox saying Table View When the checkbox is checked show the table grid view below the map If no route is selected show No route is selected in the name area and disable all controls,0
